email	name	phone_Number	major
Velia.Ketron@duke.edu	Velia Ketron 	(244) 466-5742	Women's Studies
Rachal.Doty@duke.edu	Rachal Doty 	(243) 494-2453	African and African American Studies
Ruben.Liedtke@duke.edu	Ruben Liedtke 	(243) 269-1179	Art History
Xavier.Stiner@duke.edu	Xavier Stiner 	(241) 254-8825	Asian and Middle Eastern Studies
Ramonita.Lyke@duke.edu	Ramonita Lyke 	(241) 489-9625	Biology
Nadine.Holtzen@duke.edu	Nadine Holtzen 	(239) 844-5758	Biomedical Engineering*
Maida.Laursen@duke.edu	Maida Laursen 	(239) 602-5576	Biophysics
Felicia.Miley@duke.edu	Felicia Miley 	(236) 929-6211	Brazilian and Global Portuguese Studies
Vanessa.Meininger@duke.edu	Vanessa Meininger 	(234) 932-2528	Canadian Studies**
Janean.Caverly@duke.edu	Janean Caverly 	(234) 798-2171	Chemistry
Sid.Bitner@duke.edu	Sid Bitner 	(233) 995-3544	Civil Engineering*
Marsha.Satterlee@duke.edu	Marsha Satterlee 	(233) 233-6356	Classical Civilization
Teisha.Greaney@duke.edu	Teisha Greaney 	(232) 911-7125	Classical Languages
Vernita.Lopinto@duke.edu	Vernita Lopinto 	(232) 672-1889	Computer Science
Blossom.Dewall@duke.edu	Blossom Dewall 	(231) 395-4315	Cultural Anthropology
Lakita.Martel@duke.edu	Lakita Martel 	(230) 895-4070	Dance
Marhta.Robards@duke.edu	Marhta Robards 	(230) 719-6032	Earth and Ocean Sciences
Mozell.Bronk@duke.edu	Mozell Bronk 	(230) 628-8334	Economics
Takisha.Okamoto@duke.edu	Takisha Okamoto 	(230) 930-9945	Electrical and Computer Engineering*
Madelene.Winans@duke.edu	Madelene Winans 	(230) 426-9567	English
Vivienne.Ali@duke.edu	Vivienne Ali 	(229) 656-5233	Environmental Engineering*
Eulah.Diggins@duke.edu	Eulah Diggins 	(226) 149-9946	Environmental Sciences
Jeremiah.Sant@duke.edu	Jeremiah Sant 	(225) 534-7058	Environmental Sciences and Policy
Tabitha.Comstock@duke.edu	Tabitha Comstock 	(225) 475-7779	Evolutionary Anthropology
Sara.Begum@duke.edu	Sara Begum 	(223) 806-7577	French Studies
Branden.Murphree@duke.edu	Branden Murphree 	(222) 707-6370	German
Luanne.Rowton@duke.edu	Luanne Rowton 	(221) 690-1860	Global Cultural Studies
Augusta.Hartin@duke.edu	Augusta Hartin 	(220) 814-2353	Global Health**
Maricruz.Nerney@duke.edu	Maricruz Nerney 	(220) 387-6139	History
Millie.Timoteo@duke.edu	Millie Timoteo 	(220) 104-1609	Interdepartmental Major
Eddie.Grim@duke.edu	Eddie Grim 	(219) 193-3446	International Comparative Studies
Caron.Abelson@duke.edu	Caron Abelson 	(219) 174-3414	Italian Studies
Georgeann.Cisco@duke.edu	Georgeann Cisco 	(218) 835-5640	Linguistics
Renay.Julien@duke.edu	Renay Julien 	(218) 232-4113	Mathematics
Dot.Edward@duke.edu	Dot Edward 	(217) 509-3940	Mechanical Engineering*
Linwood.Paige@duke.edu	Linwood Paige 	(217) 371-7232	Medieval and Renaissance Studies
Will.Zamora@duke.edu	Will Zamora 	(217) 302-2192	Music
Kourtney.Garduno@duke.edu	Kourtney Garduno 	(216) 207-7111	Neuroscience
Elnora.Karg@duke.edu	Elnora Karg 	(214) 448-8621	Philosophy
Eldridge.Obannon@duke.edu	Eldridge Obannon 	(211) 992-5578	Physics
Carmelia.Showalter@duke.edu	Carmelia Showalter 	(211) 990-6576	Political Science
Hector.Huggard@duke.edu	Hector Huggard 	(211) 770-7833	"Program II (self-designed degree, BA or BS)"
Mollie.Pietrzak@duke.edu	Mollie Pietrzak 	(211) 588-9581	Psychology
Stevie.Michalik@duke.edu	Stevie Michalik 	(210) 404-8297	Public Policy Studies
