email,name,phone_Number,major
Diedre.Lefever@duke.edu,Diedre Lefever Ê,(278) 884-8710,Computer Science
Antoine.Kimbro@duke.edu,Antoine Kimbro Ê,(278) 414-5753,Cultural Anthropology
Dulce.Stlawrence@duke.edu,Dulce Stlawrence Ê,(277) 424-1150,Dance
Lessie.Hagaman@duke.edu,Lessie Hagaman Ê,(276) 653-7529,Earth and Ocean Sciences
Lakiesha.Rome@duke.edu,Lakiesha Rome Ê,(275) 897-7544,Economics
Marcell.Romeo@duke.edu,Marcell Romeo Ê,(274) 158-8596,Electrical and Computer Engineering*
Magnolia.Cheney@duke.edu,Magnolia Cheney Ê,(272) 321-7519,English
Abbie.Hagerman@duke.edu,Abbie Hagerman Ê,(271) 833-9620,Environmental Engineering*
Neomi.Torgrimson@duke.edu,Neomi Torgrimson Ê,(271) 762-7755,Environmental Sciences
Libbie.Waldron@duke.edu,Libbie Waldron Ê,(271) 197-8976,Environmental Sciences and Policy
Hue.Dahms@duke.edu,Hue Dahms Ê,(270) 615-6447,Evolutionary Anthropology
Felicia.Devos@duke.edu,Felicia Devos Ê,(268) 753-8701,French Studies
Lorette.Bleich@duke.edu,Lorette Bleich Ê,(268) 493-2413,German
Tyisha.Schulenberg@duke.edu,Tyisha Schulenberg Ê,(268) 406-8661,Global Cultural Studies
Ellan.Dorado@duke.edu,Ellan Dorado Ê,(268) 109-5831,Global Health**
Catharine.Moreno@duke.edu,Catharine Moreno Ê,(267) 393-4144,History
Angella.Navarrete@duke.edu,Angella Navarrete Ê,(266) 940-8349,Interdepartmental Major
Miguelina.Recker@duke.edu,Miguelina Recker Ê,(266) 144-6197,International Comparative Studies
Ericka.Chatmon@duke.edu,Ericka Chatmon Ê,(264) 568-3428,Italian Studies
Santana.Petterson@duke.edu,Santana Petterson Ê,(264) 460-9930,Linguistics
Issac.Simek@duke.edu,Issac Simek Ê,(263) 743-7597,Mathematics
Hyo.Goldblatt@duke.edu,Hyo Goldblatt Ê,(262) 950-4318,Mechanical Engineering*
Mae.Kerby@duke.edu,Mae Kerby Ê,(261) 290-8818,Medieval and Renaissance Studies
Jodie.Pedroza@duke.edu,Jodie Pedroza Ê,(261) 955-5246,Music
Dalton.Ruoff@duke.edu,Dalton Ruoff Ê,(259) 666-6024,Neuroscience
Azalee.Coaxum@duke.edu,Azalee Coaxum Ê,(258) 941-1183,Philosophy
Walker.Ekberg@duke.edu,Walker Ekberg Ê,(258) 687-1810,Physics
Guillermina.Guthridge@duke.edu,Guillermina Guthridge Ê,(254) 878-5425,Political Science
Cara.Baham@duke.edu,Cara Baham Ê,(252) 775-1142,Program II (self-designed degree/ BA or BS)
Florida.Pintor@duke.edu,Florida Pintor Ê,(252) 983-4666,Psychology
Harriette.Swafford@duke.edu,Harriette Swafford Ê,(252) 704-1311,Public Policy Studies
Sheree.La@duke.edu,Sheree La Ê,(249) 734-6239,Religious Studies
Barbra.Stiles@duke.edu,Barbra Stiles Ê,(249) 413-1273,Romance Studies
Winston.Abbott@duke.edu,Winston Abbott Ê,(248) 976-2798,Russian
Landon.Getman@duke.edu,Landon Getman Ê,(248) 954-1790,Slavic and Eurasian Studies
Jerry.Latz@duke.edu,Jerry Latz Ê,(248) 584-9332,Sociology
Marylyn.Petrovich@duke.edu,Marylyn Petrovich Ê,(247) 953-3363,Spanish/ Latin American/ and Latino/a Studies
Amada.Persaud@duke.edu,Amada Persaud Ê,(247) 643-7023,Statistical Science
Tu.Pastor@duke.edu,Tu Pastor Ê,(247) 259-2473,Theater Studies
Gerard.Claeys@duke.edu,Gerard Claeys Ê,(246) 277-4400,Visual Arts
Tatiana.Hollabaugh@duke.edu,Tatiana Hollabaugh Ê,(245) 891-8332,Visual and Media Studies
Velia.Ketron@duke.edu,Velia Ketron Ê,(244) 466-5742,Women's Studies
Rachal.Doty@duke.edu,Rachal Doty Ê,(243) 494-2453,African and African American Studies
Ruben.Liedtke@duke.edu,Ruben Liedtke Ê,(243) 269-1179,Art History
Xavier.Stiner@duke.edu,Xavier Stiner Ê,(241) 254-8825,Asian and Middle Eastern Studies
Ramonita.Lyke@duke.edu,Ramonita Lyke Ê,(241) 489-9625,Biology
Nadine.Holtzen@duke.edu,Nadine Holtzen Ê,(239) 844-5758,Biomedical Engineering*
Maida.Laursen@duke.edu,Maida Laursen Ê,(239) 602-5576,Biophysics
Felicia.Miley@duke.edu,Felicia Miley Ê,(236) 929-6211,Brazilian and Global Portuguese Studies
Vanessa.Meininger@duke.edu,Vanessa Meininger Ê,(234) 932-2528,Canadian Studies**
Janean.Caverly@duke.edu,Janean Caverly Ê,(234) 798-2171,Chemistry
Sid.Bitner@duke.edu,Sid Bitner Ê,(233) 995-3544,Civil Engineering*
Marsha.Satterlee@duke.edu,Marsha Satterlee Ê,(233) 233-6356,Classical Civilization
Teisha.Greaney@duke.edu,Teisha Greaney Ê,(232) 911-7125,Classical Languages
Vernita.Lopinto@duke.edu,Vernita Lopinto Ê,(232) 672-1889,Computer Science
Blossom.Dewall@duke.edu,Blossom Dewall Ê,(231) 395-4315,Cultural Anthropology
Lakita.Martel@duke.edu,Lakita Martel Ê,(230) 895-4070,Dance
Marhta.Robards@duke.edu,Marhta Robards Ê,(230) 719-6032,Earth and Ocean Sciences
Mozell.Bronk@duke.edu,Mozell Bronk Ê,(230) 628-8334,Economics
Takisha.Okamoto@duke.edu,Takisha Okamoto Ê,(230) 930-9945,Electrical and Computer Engineering*
Madelene.Winans@duke.edu,Madelene Winans Ê,(230) 426-9567,English
Vivienne.Ali@duke.edu,Vivienne Ali Ê,(229) 656-5233,Environmental Engineering*
Eulah.Diggins@duke.edu,Eulah Diggins Ê,(226) 149-9946,Environmental Sciences
Jeremiah.Sant@duke.edu,Jeremiah Sant Ê,(225) 534-7058,Environmental Sciences and Policy
Tabitha.Comstock@duke.edu,Tabitha Comstock Ê,(225) 475-7779,Evolutionary Anthropology
Sara.Begum@duke.edu,Sara Begum Ê,(223) 806-7577,French Studies
Branden.Murphree@duke.edu,Branden Murphree Ê,(222) 707-6370,German
Luanne.Rowton@duke.edu,Luanne Rowton Ê,(221) 690-1860,Global Cultural Studies
Augusta.Hartin@duke.edu,Augusta Hartin Ê,(220) 814-2353,Global Health**
Maricruz.Nerney@duke.edu,Maricruz Nerney Ê,(220) 387-6139,History
Millie.Timoteo@duke.edu,Millie Timoteo Ê,(220) 104-1609,Interdepartmental Major
Eddie.Grim@duke.edu,Eddie Grim Ê,(219) 193-3446,International Comparative Studies
Caron.Abelson@duke.edu,Caron Abelson Ê,(219) 174-3414,Italian Studies
Georgeann.Cisco@duke.edu,Georgeann Cisco Ê,(218) 835-5640,Linguistics
Renay.Julien@duke.edu,Renay Julien Ê,(218) 232-4113,Mathematics
Dot.Edward@duke.edu,Dot Edward Ê,(217) 509-3940,Mechanical Engineering*
Linwood.Paige@duke.edu,Linwood Paige Ê,(217) 371-7232,Medieval and Renaissance Studies
Will.Zamora@duke.edu,Will Zamora Ê,(217) 302-2192,Music
Kourtney.Garduno@duke.edu,Kourtney Garduno Ê,(216) 207-7111,Neuroscience
Elnora.Karg@duke.edu,Elnora Karg Ê,(214) 448-8621,Philosophy
Eldridge.Obannon@duke.edu,Eldridge Obannon Ê,(211) 992-5578,Physics
Carmelia.Showalter@duke.edu,Carmelia Showalter Ê,(211) 990-6576,Political Science
Hector.Huggard@duke.edu,Hector Huggard Ê,(211) 770-7833,Program II (self-designed degree/ BA or BS)
Mollie.Pietrzak@duke.edu,Mollie Pietrzak Ê,(211) 588-9581,Psychology
Stevie.Michalik@duke.edu,Stevie Michalik Ê,(210) 404-8297,Public Policy Studies
